taxon	Feature ID	Taxon
Cervus canadensis songaricus	HM852907.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus canadensis;Cervus canadensis songaricus
Cestraeus goldiei	KF374952.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Cestraeus;Cestraeus goldiei;NA
Cestraeus oxyrhyncus	JF911704.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Cestraeus;Cestraeus oxyrhyncus;NA
Cestraeus plicatilis	KF374953.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Cestraeus;Cestraeus plicatilis;NA
Cetorhinus maximus	NC_023266.1	Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Cetorhinus;Cetorhinus maximus;NA
Cetoscarus bicolor	EU601181.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cetoscarus;Cetoscarus bicolor;NA
Chaenomugil proboscideus	JF911705.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chaenomugil;Chaenomugil proboscideus;NA
Chaetodipterus faber	AF055596.1	Eukaryota;Chordata;Actinopteri;Ephippiformes;Ephippidae;Chaetodipterus;Chaetodipterus faber;NA
Chaetodon ocellatus	EF616850.1	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon ocellatus;NA
Chaetodon striatus	AF055592.1	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon striatus;NA
Champsocephalus gunnari	NC_018340.1	Eukaryota;Chordata;Actinopteri;Perciformes;Channichthyidae;Champsocephalus;Champsocephalus gunnari;NA
Channa andrao	NC_071938.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa andrao;NA
Channa argus	AP006041.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa argus;NA
Channa argus	NC_015191.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa argus;NA
Channa argus kimurai	KM077026.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa argus;Channa argus kimurai
Channa argus x Channa maculata	KC823604.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa argus x Channa maculata;NA
Channa argus x Channa maculata	NC_020012.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa argus x Channa maculata;NA
Channa asiatica	KJ930190.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa asiatica;NA
Channa aurantimaculata	NC_072726.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa aurantimaculata;NA
Channa bleheri	NC_082225.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa bleheri;NA
Channa burmanica	NC_072609.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa burmanica;NA
Channa diplogramma	MG986721.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa diplogramma;NA
Channa gachua	KU821708.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa gachua;NA
Channa lucius	KT358951.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa lucius;NA
Channa lucius	MF804538.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa lucius;NA
Channa maculata	JX978724.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa maculata;NA
Channa marulius	AB968638.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa marulius;NA
Channa marulius	KF420268.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa marulius;NA
Channa micropeltes	NC_030542.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa micropeltes;NA
Channa orientalis	AF508081.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa orientalis;NA
Channa ornatipinnis	NC_071894.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa ornatipinnis;NA
Channa pulchra	NC_071893.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa pulchra;NA
Channa punctata	NC_042213.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa punctata;NA
Channa stewartii	NC_071939.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa stewartii;NA
Channa striata	KU852423.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa striata;NA
Channa striata	NC_032037.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa striata;NA
Chanos chanos	NC_004693.1	Eukaryota;Chordata;Actinopteri;Gonorynchiformes;Chanidae;Chanos;Chanos chanos;NA
Cheilinus abudjubbe	KY421803.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus abudjubbe;NA
Cheilinus abudjubbe	KY815248.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus abudjubbe;NA
Cheilinus chlorourus	AJ810127.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus chlorourus;NA
Cheilinus fasciatus	AY279580.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus fasciatus;NA
Cheilinus fasciatus	KY421809.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus fasciatus;NA
Cheilinus lunulatus	KY421798.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus lunulatus;NA
Cheilinus lunulatus	KY815250.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus lunulatus;NA
Cheilinus oxycephalus	AY279581.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus oxycephalus;NA
Cheilinus trilobatus	AJ810128.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus trilobatus;NA
Cheilinus undulatus	NC_013842.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;NA
Cheilio inermis	AP018552.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilio;Cheilio inermis;NA
Cheilopogon abei	NC_083149.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon abei;NA
Cheilopogon agoo	KY067949.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon agoo;NA
Cheilopogon arcticeps	KU360728.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon arcticeps;NA
Cheilopogon atrisignis	NC_029730.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon atrisignis;NA
Cheilopogon cyanopterus	NC_036721.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon cyanopterus;NA
Cheilopogon doederleinii	AP017897.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon doederleinii;NA
Cheilopogon intermedius	OP035301.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon intermedius;NA
Cheilopogon pinnatibarbatus	NC_039356.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon pinnatibarbatus;NA
Cheilopogon spilonotopterus	NC_039400.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon spilonotopterus;NA
Cheilopogon unicolor	KU360727.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon unicolor;NA
Chelidonichthys kumu	NC_035059.1	Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;Chelidonichthys kumu;NA
Chelidoperca hirundinacea	LC493912.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Chelidoperca;Chelidoperca hirundinacea;NA
Chelidoperca sp. KBF-I 950	LC726201.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Chelidoperca;Chelidoperca sp. KBF-I 950;NA
Chelon auratus	EU715446.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon auratus;NA
Chelon bandialensis	KF374958.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon bandialensis;NA
Chelon carinatus	MG587040.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon carinatus;NA
Chelon dumerili	KF374959.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon dumerili;NA
Chelon labrosus	EU715450.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon labrosus;NA
Chelon labrosus	JF911706.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon labrosus;NA
Chelon melinopterus	LC277842.2	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon melinopterus;NA
Chelon planiceps	KF375001.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon planiceps;NA
Chelon ramada	EU715448.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon ramada;NA
Chelon richardsonii	KF374962.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon richardsonii;NA
Chelon saliens	EU715449.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon saliens;NA
Chelonia mydas	AY770536.1	Eukaryota;Chordata;NA;Testudines;Cheloniidae;Chelonia;Chelonia mydas;NA
Chelonia mydas	NC_000886.1	Eukaryota;Chordata;NA;Testudines;Cheloniidae;Chelonia;Chelonia mydas;NA
Chelonodontops patoca	AP009541.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Chelonodontops;Chelonodontops patoca;NA
Chelonodontops pleurospilus	AP011928.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Chelonodontops;Chelonodontops pleurospilus;NA
Cherax cainii	NC_022936.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax cainii;NA
Cherax cairnsensis	MN648464.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax cairnsensis;NA
Cherax cairnsensis	NC_023481.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax cairnsensis;NA
Cherax crassimanus	NC_024029.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax crassimanus;NA
Cherax dispar	NC_023480.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax dispar;NA
Cherax glaber	KF649852.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax glaber;NA
Cherax parvus	MN648462.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax parvus;NA
Cherax peknyi	KU821446.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax peknyi;NA
Cherax peknyi	KU821447.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax peknyi;NA
Cherax preissii	NC_023482.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax preissii;NA
Cherax punctatus	MN648460.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax punctatus;NA
Cherax quadricarinatus	MG199589.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax quadricarinatus;NA
Cherax quadricarinatus	MN648457.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax quadricarinatus;NA
Cherax quadricarinatus	NC_022937.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax quadricarinatus;NA
Cherax quinquecarinatus	NC_023479.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax quinquecarinatus;NA
Cherax subterigneus	KU821450.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax subterigneus;NA
Cherax tenuimanus	NC_026559.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parastacidae;Cherax;Cherax tenuimanus;NA
Chirocentrus dorab	AP006229.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Chirocentridae;Chirocentrus;Chirocentrus dorab;NA
Chirocentrus dorab	AP018763.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Chirocentridae;Chirocentrus;Chirocentrus dorab;NA
Chitala chitala	AF417344.1	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Notopteridae;Chitala;Chitala chitala;NA
Chitala lopis	NC_012711.1	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Notopteridae;Chitala;Chitala lopis;NA
Chlorodiella cytherea	HM851303.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Xanthidae;Chlorodiella;Chlorodiella cytherea;NA
Chlorophthalmus albatrossis	LC661307.1	Eukaryota;Chordata;Actinopteri;Aulopiformes;Chlorophthalmidae;Chlorophthalmus;Chlorophthalmus albatrossis;NA
Chlorophthalmus albatrossis	LC669503.1	Eukaryota;Chordata;Actinopteri;Aulopiformes;Chlorophthalmidae;Chlorophthalmus;Chlorophthalmus albatrossis;NA
Chloroscombrus chrysurus	NC_087990.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Chloroscombrus;Chloroscombrus chrysurus;NA
Chlorurus bleekeri	EU601182.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus bleekeri;NA
Chlorurus bowersi	EU601183.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus bowersi;NA
Chlorurus capistratoides	EU601184.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus capistratoides;NA
Chlorurus japanensis	EU601209.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus japanensis;NA
Chlorurus microrhinos	EU601185.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus microrhinos;NA
Chlorurus oedema	EU601186.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus oedema;NA
Chlorurus sordidus	AP006567.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus sordidus;NA
Chlorurus spilurus	OP035255.2	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus spilurus;NA
Choerodon anchorago	AY279585.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon anchorago;NA
Choerodon azurio	LC649148.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon azurio;NA
Choerodon azurio	LC700334.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon azurio;NA
Choerodon fasciatus	KY815254.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon fasciatus;NA
Choerodon japonicus	LC771074.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon japonicus;NA
Choerodon oligacanthus	AF121218.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon oligacanthus;NA
Choerodon schoenleinii	AY279586.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon schoenleinii;NA
Choerodon typus	AY279653.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon typus;NA
Choerodon zosterophorus	KY815255.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon zosterophorus;NA
Chrysichthys nigrodigitatus	NC_042721.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Claroteidae;Chrysichthys;Chrysichthys nigrodigitatus;NA
Chrysiptera glauca	JQ707041.1	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chrysiptera;Chrysiptera glauca;NA
Cichla ocellaris	NC_030272.1	Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Cichla;Cichla ocellaris;NA
Ciliata mustela	FJ215012.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Ciliata;Ciliata mustela;NA
Cirrhigaleus australis	KJ128289.2	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Cirrhigaleus;Cirrhigaleus australis;NA
Cirrhigaleus barbifer	AB938108.2	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Cirrhigaleus;Cirrhigaleus barbifer;NA
Cirrhilabrus cyanopleura	KY815256.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus cyanopleura;NA
Cirrhilabrus exquisitus	KY815257.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus exquisitus;NA
Cirrhilabrus exquisitus	NC_064113.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus exquisitus;NA
Cirrhilabrus lanceolatus	LC717546.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus lanceolatus;NA
Cirrhilabrus lubbocki	AY279587.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus lubbocki;NA
Cirrhilabrus punctatus	KY815261.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus punctatus;NA
Cirrhilabrus scottorum	KY815265.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus scottorum;NA
Cirrhilabrus temminckii	KY815266.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus temminckii;NA
Cirrhinus cirrhosus	MW649087.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus cirrhosus;NA
Cirrhinus cirrhosus	NC_033964.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus cirrhosus;NA
Cirrhinus microlepis	NC_031608.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus microlepis;NA
Cirrhinus molitorella	AP011390.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus molitorella;NA
Cirrhinus molitorella	NC_022182.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus molitorella;NA
Cirrhinus mrigala	NC_017611.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus mrigala;NA
Cirrhinus mrigala x Labeo rohita	NC_025930.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;NA;NA;Cirrhinus mrigala x Labeo rohita;NA
Cirrhinus reba	NC_029445.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus reba;NA
Cirrhitus pinnulatus	OP035254.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitus;Cirrhitus pinnulatus;NA
Citharichthys arctifrons	NC_083038.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys arctifrons;NA
Citharichthys cornutus	NC_083014.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys cornutus;NA
Citharichthys macrops	OP056883.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys macrops;NA
Citharichthys spilopterus	OP056922.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys spilopterus;NA
Citharichthys stigmaeus	NC_083050.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys stigmaeus;NA
Citharichthys xanthostigma	AF488499.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys xanthostigma;NA
Clarias batrachus	KY767672.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias batrachus;NA
Clarias batrachus	NC_023923.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias batrachus;NA
Clarias gariepinus	NC_027661.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias gariepinus;NA
Clarias macrocephalus	NC_046749.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias macrocephalus;NA
Clepticus parrae	AJ810129.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Clepticus;Clepticus parrae;NA
Clidoderma asperrimum	MK210570.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Clidoderma;Clidoderma asperrimum;NA
Clupanodon thrissa	JX075099.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupanodon;Clupanodon thrissa;NA
Clupea harengus	DQ912043.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus;NA
Clupea harengus	KC193763.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus;NA
Clupea harengus	KC193767.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus;NA
Clupea harengus	NC_009577.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus;NA
Clupea pallasii	NC_009578.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;NA
Clupeichthys aesarnensis	AP011584.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeichthys;Clupeichthys aesarnensis;NA
Clupeichthys goniognathus	AP011589.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeichthys;Clupeichthys goniognathus;NA
Clupeichthys perakensis	AP011585.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeichthys;Clupeichthys perakensis;NA
Clupeoides borneensis	AP011586.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeoides;Clupeoides borneensis;NA
Clupeoides sp. Chao Phraya	AP011587.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeoides;Clupeoides sp. Chao Phraya;NA
Clupeonella abrau	NC_086922.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeonella;Clupeonella abrau;NA
Clupeonella cultriventris	AP009615.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeonella;Clupeonella cultriventris;NA
Coelorinchus fasciatus	FJ215004.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus fasciatus;NA
Coilia brachygnathus	DQ912054.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia brachygnathus;NA
Coilia dussumieri	MH380814.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia dussumieri;NA
Coilia grayii	KF938994.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia grayii;NA
Coilia lindmani	AP011558.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia lindmani;NA
Coilia macrognathos	MH380818.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia macrognathos;NA
Coilia mystus	DQ912057.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	EF422314.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	EF422315.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	EF422316.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	EF422317.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	EF422318.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia mystus	JX534238.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus;NA
Coilia nasus	AP009135.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia nasus;NA
Coilia nasus	JX625133.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia nasus;NA
Coilia rebentischii	MH380816.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia rebentischii;NA
Coilia reynaldi	AP011559.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia reynaldi;NA
Coilia sp. JKK-2010	GU382852.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia sp. JKK-2010;NA
Colistium nudipinnis	NC_023447.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Rhombosoleidae;Colistium;Colistium nudipinnis;NA
Cololabis saira	NC_003183.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Cololabis;Cololabis saira;NA
Colomesus asellus	AP011909.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Colomesus;Colomesus asellus;NA
