taxon	Feature ID	Taxon
Lethrinus harak	KU680995.1	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus harak;NA
Lethrinus lentjan	AY484981.1	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus lentjan;NA
Lethrinus mahsena	KU680997.1	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus mahsena;NA
Lethrinus nebulosus	LC645339.1	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus nebulosus;NA
Leucoraja circularis	EF100180.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja circularis;NA
Leucoraja erinacea	NC_016429.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja erinacea;NA
Leucoraja fullonica	EF100179.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja fullonica;NA
Leucoraja garmani	NC_082566.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja garmani;NA
Leucoraja naevus	EF100181.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja naevus;NA
Leucoraja ocellata	MH377761.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Leucoraja;Leucoraja ocellata;NA
Leuresthes tenuis	NC_044649.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis;NA
Liachirus melanospilos	KF573188.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Liachirus;Liachirus melanospilos;NA
Limanda aspera	NC_028281.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera;NA
Limanda limanda	MN122886.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Limanda;Limanda limanda;NA
Limnothrissa miodon	MN255594.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Limnothrissa;Limnothrissa miodon;NA
Liopropoma eukrines	AY949426.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma eukrines;NA
Liopropoma latifasciatum	LC579380.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma latifasciatum;NA
Liopsetta glacialis	NC_082783.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Liopsetta;Liopsetta glacialis;NA
Lobodon carcinophaga	AM181024.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Lobodon;Lobodon carcinophaga;NA
Lobotes surinamensis	NC_026233.1	Eukaryota;Chordata;Actinopteri;Lobotiformes;Lobotidae;Lobotes;Lobotes surinamensis;NA
Lobotes surinamensis	PP032980.1	Eukaryota;Chordata;Actinopteri;Lobotiformes;Lobotidae;Lobotes;Lobotes surinamensis;NA
Lophius americanus	NC_004380.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius americanus;NA
Lophius budegassa	MT410891.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius budegassa;NA
Lophius gastrophysus	NC_088005.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius gastrophysus;NA
Lophius litulon	NC_023828.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius litulon;NA
Lophius litulon	OL627348.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius litulon;NA
Lophius piscatorius	AY368294.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius;NA
Lophius piscatorius	NC_036988.1	Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius;NA
Lopholatilus chamaeleonticeps	MH377782.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps;NA
Lopholatilus villarii	NC_088006.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus villarii;NA
Lota lota	MT410959.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Lota;Lota lota;NA
Lota lota	NC_004379.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Lota;Lota lota;NA
Lutjanus analis	NC_088007.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus analis;NA
Lutjanus analis	OP056852.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus analis;NA
Lutjanus apodus	OP035162.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus apodus;NA
Lutjanus argentimaculatus	AY484978.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus argentimaculatus;NA
Lutjanus argentimaculatus	NC_016661.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus argentimaculatus;NA
Lutjanus bengalensis	FJ171339.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus bengalensis;NA
Lutjanus bohar	LC649226.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus bohar;NA
Lutjanus buccanella	OP056906.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus buccanella;NA
Lutjanus campechanus	AY372811.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus campechanus;NA
Lutjanus carponotatus	MK092066.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus carponotatus;NA
Lutjanus decussatus	MG255116.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus decussatus;NA
Lutjanus ehrenbergii	MH248186.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus ehrenbergii;NA
Lutjanus erythropterus	AY484980.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus erythropterus;NA
Lutjanus erythropterus	NC_031331.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus erythropterus;NA
Lutjanus fulgens	MN398650.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulgens;NA
Lutjanus fulviflamma	LC597199.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulviflamma;NA
Lutjanus fulviflamma	MG255114.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulviflamma;NA
Lutjanus fulviflamma	MH248211.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulviflamma;NA
Lutjanus fulvus	LC649161.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulvus;NA
Lutjanus fulvus	MG255108.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulvus;NA
Lutjanus gibbus	LC519405.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus gibbus;NA
Lutjanus griseus	OP056934.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus griseus;NA
Lutjanus guttatus	KT724723.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus guttatus;NA
Lutjanus jocu	OP056950.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus jocu;NA
Lutjanus jocu	OP154136.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus jocu;NA
Lutjanus johnii	NC_024572.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus johnii;NA
Lutjanus kasmira	NC_011578.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus kasmira;NA
Lutjanus lemniscatus	MG255110.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus lemniscatus;NA
Lutjanus madras	MG255115.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus madras;NA
Lutjanus mahogoni	OP056933.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus mahogoni;NA
Lutjanus malabaricus	NC_012736.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus malabaricus;NA
Lutjanus monostigma	LC780162.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus monostigma;NA
Lutjanus ophuysenii	AB972219.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus ophuysenii;NA
Lutjanus peru	NC_027950.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus peru;NA
Lutjanus quinquelineatus	MG255113.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus quinquelineatus;NA
Lutjanus rivulatus	LC278089.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus rivulatus;NA
Lutjanus rivulatus	NC_009869.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus rivulatus;NA
Lutjanus rufolineatus	LC645336.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus rufolineatus;NA
Lutjanus russellii	AY484979.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus russellii;NA
Lutjanus sanguineus	AY484976.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus sanguineus;NA
Lutjanus sanguineus	MH248187.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus sanguineus;NA
Lutjanus sebae	LC645292.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus sebae;NA
Lutjanus sebae	NC_012737.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus sebae;NA
Lutjanus stellatus	AB972218.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus stellatus;NA
Lutjanus synagris	NC_082572.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus synagris;NA
Lutjanus vitta	MH675887.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus vitta;NA
Lutjanus vivanus	NC_082562.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus vivanus;NA
Luvarus imperialis	NC_009851.1	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Luvaridae;Luvarus;Luvarus imperialis;NA
Lycengraulis grossidens	AP011563.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Lycengraulis;Lycengraulis grossidens;NA
Lycothrissa crocodilus	AP011562.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Lycothrissa;Lycothrissa crocodilus;NA
Lyopsetta exilis	AF488484.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Lyopsetta;Lyopsetta exilis;NA
Maccullochella peelii	AP014532.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Maccullochella;Maccullochella peelii;NA
Maccullochella peelii peelii	KY798452.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Maccullochella;Maccullochella peelii;Maccullochella peelii peelii
Macolor niger	LC669520.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Macolor;Macolor niger;NA
Macquaria ambigua	NC_024849.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Macquaria;Macquaria ambigua;NA
Macrodon ancylodon	NC_088008.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Macrodon;Macrodon ancylodon;NA
Macrognathus aculeatus	NC_027435.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Macrognathus;Macrognathus aculeatus;NA
Macrognathus aculeatus	OR786469.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Macrognathus;Macrognathus aculeatus;NA
Macropharyngodon bipartitus	DQ164130.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon bipartitus;NA
Macropharyngodon choati	KY815317.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon choati;NA
Macropharyngodon geoffroy	AY279621.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon geoffroy;NA
Macropharyngodon kuiteri	DQ164134.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon kuiteri;NA
Macropharyngodon meleagris	AY279622.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon meleagris;NA
Macropharyngodon negrosensis	KP013102.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon negrosensis;NA
Macropharyngodon negrosensis	KY815318.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon negrosensis;NA
Macropharyngodon ornatus	DQ164137.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon ornatus;NA
Macropus fuliginosus	JN003401.1	Eukaryota;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus;Macropus fuliginosus;NA
Macropus giganteus	AF187885.1	Eukaryota;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus;Macropus giganteus;NA
Macropus giganteus	NC_027424.1	Eukaryota;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus;Macropus giganteus;NA
Macruronus novaezelandiae	FJ215047.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Macruronus;Macruronus novaezelandiae;NA
Makaira nigricans	NC_030006.1	Eukaryota;Chordata;Actinopteri;Istiophoriformes;Istiophoridae;Makaira;Makaira nigricans;NA
Malacanthus brevirostris	LC649138.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Malacanthus;Malacanthus brevirostris;NA
Malacanthus plumieri	OP056926.2	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Malacanthus;Malacanthus plumieri;NA
Malacoraja kreffti	EF081262.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Malacoraja;Malacoraja kreffti;NA
Malapterus reticulatus	AY279623.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Malapterus;Malapterus reticulatus;NA
Mallotus villosus	KX929906.1	Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Mallotus;Mallotus villosus;NA
Mallotus villosus	NC_015244.1	Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Mallotus;Mallotus villosus;NA
Mallotus villosus	NC_015244.1_1	Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Mallotus;Mallotus villosus;NA
Mareca falcata	NC_023352.1	Eukaryota;Chordata;Aves;Anseriformes;Anatidae;Mareca;Mareca falcata;NA
Mareca penelope	NC_050973.1	Eukaryota;Chordata;Aves;Anseriformes;Anatidae;Mareca;Mareca penelope;NA
Marilyna darwinii	AP011937.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Marilyna;Marilyna darwinii;NA
Mastacembelus armatus	KX950697.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus armatus;NA
Mastacembelus armatus	KY609156.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus armatus;NA
Mastacembelus armatus	MH688301.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus armatus;NA
Mastacembelus armatus	NC_023977.1	Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus armatus;NA
Medialuna californiensis	KC136408.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis;NA
Megaleporinus obtusidens	KY825191.1	Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus obtusidens;NA
Megalops atlanticus	NC_005804.1	Eukaryota;Chordata;Actinopteri;Elopiformes;Megalopidae;Megalops;Megalops atlanticus;NA
Meganthias kingyo	LC771077.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Meganthias;Meganthias kingyo;NA
Melanogrammus aeglefinus	AM489717.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;NA
Melanogrammus aeglefinus	NC_007396.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;NA
Meleagris gallopavo	NC_010195.2	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Meleagris;Meleagris gallopavo;NA
Meleagris ocellata	KU094576.1	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Meleagris;Meleagris ocellata;NA
Melichthys niger	AF150007.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger;NA
Melichthys niger	KT600953.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger;NA
Melichthys niger	OP035247.2	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger;NA
Mene maculata	NC_037220.1	Eukaryota;Chordata;Actinopteri;NA;Menidae;Mene;Mene maculata;NA
Menidia menidia	MH538718.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia menidia;NA
Menidia menidia	MH538741.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia menidia;NA
Menidia menidia	MH538779.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia menidia;NA
Menidia menidia	MH538895.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia menidia;NA
Menidia menidia	NC_011174.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia menidia;NA
Menticirrhus americanus	NC_088009.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Menticirrhus;Menticirrhus americanus;NA
Menticirrhus americanus	OP057093.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Menticirrhus;Menticirrhus americanus;NA
Menticirrhus littoralis	MT199157.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Menticirrhus;Menticirrhus littoralis;NA
Menticirrhus littoralis	NC_083020.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Menticirrhus;Menticirrhus littoralis;NA
Menticirrhus saxatilis	KX686072.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Menticirrhus;Menticirrhus saxatilis;NA
Meriola corallina	HM851377.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Xanthidae;Meriola;Meriola corallina;NA
Merlangius merlangus	DQ356943.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Merlangius;Merlangius merlangus;NA
Merlangius merlangus	NC_007395.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Merlangius;Merlangius merlangus;NA
Merluccius albidus	OR499726.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius albidus;NA
Merluccius angustimanus	OR575594.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius angustimanus;NA
Merluccius australis	FJ215060.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius australis;NA
Merluccius bilinearis	AF149989.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis;NA
Merluccius bilinearis	FJ215056.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis;NA
Merluccius bilinearis	MH377833.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis;NA
Merluccius capensis	FJ215059.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius capensis;NA
Merluccius gayi	FJ215054.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius gayi;NA
Merluccius hubbsi	FJ215058.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius hubbsi;NA
Merluccius merluccius	AM931030.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius;NA
Merluccius merluccius	FR751402.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius;NA
Merluccius polli	FJ215057.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius polli;NA
Merluccius productus	FJ215055.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius productus;NA
Merluccius senegalensis	MZ895098.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius senegalensis;NA
Metanephrops thomsoni	KF827943.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Nephropidae;Metanephrops;Metanephrops thomsoni;NA
Metanephrops thomsoni	NC_027608.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Nephropidae;Metanephrops;Metanephrops thomsoni;NA
Microgadus proximus	DQ356944.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Microgadus;Microgadus proximus;NA
Microgadus tomcod	FJ215063.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Microgadus;Microgadus tomcod;NA
Micromesistius poutassou	AY842451.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;NA
Micromesistius poutassou	NC_015102.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;NA
Micropogonias furnieri	MW646294.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Micropogonias;Micropogonias furnieri;NA
Micropogonias undulatus	MH377806.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Micropogonias;Micropogonias undulatus;NA
Micropterus dolomieu	NC_011361.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus dolomieu;NA
Micropterus punctulatus	KM370980.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus punctulatus;NA
Micropterus punctulatus	NC_066925.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus punctulatus;NA
Micropterus salmoides	AP014537.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides;NA
Micropterus salmoides	NC_008106.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides;NA
Micropterus salmoides salmoides	NC_014686.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides;Micropterus salmoides salmoides
Microstomus achne	NC_066466.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Microstomus;Microstomus achne;NA
Microstomus kitt	MN122933.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Microstomus;Microstomus kitt;NA
Microstomus pacificus	AF488480.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Microstomus;Microstomus pacificus;NA
Microthrissa congica	AP011598.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Microthrissa;Microthrissa congica;NA
Microthrissa royauxi	AP011596.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Microthrissa;Microthrissa royauxi;NA
Miichthys miiuy	NC_014351.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Miichthys;Miichthys miiuy;NA
Minimugil cascasia	JF911715.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Minimugil;Minimugil cascasia;NA
Minytrema melanops	AF333599.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Catostomidae;Minytrema;Minytrema melanops;NA
Minytrema melanops	NC_008113.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Catostomidae;Minytrema;Minytrema melanops;NA
Mirounga angustirostris	AY377290.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga angustirostris;NA
Mirounga angustirostris	NC_072366.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga angustirostris;NA
Mirounga leonina	AM181023.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga leonina;NA
Mirounga leonina	NW_023270418.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga leonina;NA
Mobula birostris	AF448000.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula birostris;NA
Mobula hypostoma	KX151646.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula hypostoma;NA
Mobula japanica	KM364984.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula japanica;NA
Mobula thurstoni	NC_037219.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula thurstoni;NA
Mola mola	AY700258.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola mola;NA
Mola mola	MH377835.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola mola;NA
Mola mola	NC_005836.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola mola;NA
Molva dypterygia	NC_050740.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Molva;Molva dypterygia;NA
Molva molva	FJ215065.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Molva;Molva molva;NA
Monacanthus ciliatus	NC_082743.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Monacanthus;Monacanthus ciliatus;NA
Monachus monachus	GU174602.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Monachus;Monachus monachus;NA
