taxon	Feature ID	Taxon
Inga vera	MZ484363.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Inga;Inga vera;NA;NA;NA
Inocarpus fagifer	AF208965.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Inocarpus;Inocarpus fagifer;NA;NA;NA
Ipomoea alba	AY101072.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea alba;NA;NA;NA
Ipomoea alba	NC_068906.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea alba;NA;NA;NA
Ipomoea aquatica	NC_056300.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea aquatica;NA;NA;NA
Ipomoea batatas	NC_026703.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea batatas;NA;NA;NA
Iris germanica	KC510961.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Iridaceae;Iris;Iris germanica;NA;NA;NA
Ixora chinensis	FJ150549.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Ixora;Ixora chinensis;NA;NA;NA
Ixora coccinea	AJ620117.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Ixora;Ixora coccinea;NA;NA;NA
Ixora javanica	FJ150602.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Ixora;Ixora javanica;NA;NA;NA
Jaltomata procumbens	AY098695.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Jaltomata;Jaltomata procumbens;NA;NA;NA
Jasminum sambac	NC_034694.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Oleaceae;Jasminum;Jasminum sambac;NA;NA;NA
Jatropha curcas	KP868733.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha curcas;NA;NA;NA
Jatropha curcas	NC_012224.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha curcas;NA;NA;NA
Jatropha multifida	KP868720.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha multifida;NA;NA;NA
Juglans ailanthifolia	NC_046433.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans ailanthifolia;NA;NA;NA
Juglans hindsii	NC_035965.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans hindsii;NA;NA;NA
Juglans major x Juglans regia	NC_050065.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans major x Juglans regia;NA;NA;NA
Juglans nigra	NC_035967.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans nigra;NA;NA;NA
Juglans regia	NC_028617.1	Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans regia;NA;NA;NA
Juniperus communis	HQ323940.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;NA;NA;NA
Juniperus communis	NC_035068.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;NA;NA;NA
Juniperus communis subsp. communis	HM024557.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;Juniperus communis subsp. communis;Juniperus communis var. communis;NA
Juniperus communis subsp. communis	HM024558.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;Juniperus communis subsp. communis;Juniperus communis var. depressa;NA
Juniperus communis subsp. communis	HM024559.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;Juniperus communis subsp. communis;Juniperus communis var. saxatilis;NA
Juniperus communis subsp. communis	LC420868.1	Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Juniperus;Juniperus communis;Juniperus communis subsp. communis;Juniperus communis var. oblonga;NA
Kaempferia galanga	NC_040851.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Kaempferia;Kaempferia galanga;NA;NA;NA
Kaempferia rotunda	AY424791.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Kaempferia;Kaempferia rotunda;NA;NA;NA
Kaempferia rotunda	MW849498.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Kaempferia;Kaempferia rotunda;NA;NA;NA
Kigelia africana	AF034880.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Kigelia;Kigelia africana;NA;NA;NA
Kigelia africana	EF105072.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Kigelia;Kigelia africana;NA;NA;NA
Lablab purpureus	NC_054310.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lablab;Lablab purpureus;NA;NA;NA
Lactuca indica	NC_066745.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Lactuca;Lactuca indica;NA;NA;NA
Lactuca indica var. laciniata	GU109289.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Lactuca;Lactuca indica;NA;Lactuca indica var. laciniata;NA
Lactuca sativa	MT985717.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Lactuca;Lactuca sativa;NA;NA;NA
Lactuca sativa	NC_007578.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Lactuca;Lactuca sativa;NA;NA;NA
Lactuca sativa var. angustana	NC_061693.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Lactuca;Lactuca sativa;NA;Lactuca sativa var. angustana;NA
Lagenaria siceraria	NC_036808.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Lagenaria;Lagenaria siceraria;NA;NA;NA
Lagenaria siceraria	OP362570.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Lagenaria;Lagenaria siceraria;NA;NA;NA
Lagerstroemia speciosa	AF354180.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;Lagerstroemia speciosa;NA;NA;NA
Lagerstroemia speciosa	AY905468.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;Lagerstroemia speciosa;NA;NA;NA
Lagerstroemia speciosa	NC_031414.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;Lagerstroemia speciosa;NA;NA;NA
Lamium album	JX893305.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;NA;NA;NA
Lamium album	JX893305.1_1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;NA;NA;NA
Lamium album	KP338101.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;NA;NA;NA
Lamium album	NC_036971.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;NA;NA;NA
Lamium album subsp. album	JF779959.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;Lamium album subsp. album;NA;NA
Lamium album subsp. crinitum	EF546932.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lamium;Lamium album;Lamium album subsp. crinitum;NA;NA
Lansium domesticum	NC_063108.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Meliaceae;Lansium;Lansium domesticum;NA;NA;NA
Lasia spinosa	NC_048970.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Lasia;Lasia spinosa;NA;NA;NA
Lathyrus cicera	AY839416.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus cicera;NA;NA;NA
Lathyrus ochrus	AY839444.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus ochrus;NA;NA;NA
Lathyrus sativus	NC_014063.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus sativus;NA;NA;NA
Lathyrus sylvestris	AY839465.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus sylvestris;NA;NA;NA
Lathyrus sylvestris	KX668066.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus sylvestris;NA;NA;NA
Lathyrus tuberosus	AY839468.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus tuberosus;NA;NA;NA
Laurus nobilis	NC_034700.1	Eukaryota;Streptophyta;Magnoliopsida;Laurales;Lauraceae;Laurus;Laurus nobilis;NA;NA;NA
Lavandula angustifolia	AY570457.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula angustifolia;NA;NA;NA
Lavandula angustifolia	KM886625.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula angustifolia;NA;NA;NA
Lavandula angustifolia	NC_029370.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula angustifolia;NA;NA;NA
Lavandula dentata	NC_046835.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula dentata;NA;NA;NA
Lecythis ollaria	JN221957.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis ollaria;NA;NA;NA
Lecythis pisonis	DQ427110.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis pisonis;NA;NA;NA
Lecythis pisonis	JN221943.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis pisonis;NA;NA;NA
Lecythis pisonis	JN221969.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis pisonis;NA;NA;NA
Lecythis pisonis	JN221971.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis pisonis;NA;NA;NA
Lecythis zabucajo	AY172764.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis zabucajo;NA;NA;NA
Lecythis zabucajo	DQ418029.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis zabucajo;NA;NA;NA
Lecythis zabucajo	DQ418030.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Lecythis;Lecythis zabucajo;NA;NA;NA
Leichhardtia australis	MW226396.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Leichhardtia;Leichhardtia australis;NA;NA;NA
Lens culinaris	NC_027152.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lens;Lens culinaris;NA;NA;NA
Lepidium meyenii	NC_034363.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;Lepidium meyenii;NA;NA;NA
Lepidium sativum	NC_047178.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;Lepidium sativum;NA;NA;NA
Lepisanthes alata	EU721217.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Lepisanthes;Lepisanthes alata;NA;NA;NA
Leucaena leucocephala	AB817392.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Leucaena;Leucaena leucocephala;NA;NA;NA
Leucaena leucocephala	KF048135.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Leucaena;Leucaena leucocephala;NA;NA;NA
Lilium auratum	MZ970082.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium auratum;NA;NA;NA
Lilium auratum var. auratum	LC654091.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium auratum;NA;Lilium auratum var. auratum;NA
Lilium lancifolium	NC_035589.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium lancifolium;NA;NA;NA
Lilium lancifolium var. flaviflorum	LC654134.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium lancifolium;NA;Lilium lancifolium var. flaviflorum;NA
Lilium leichtlinii	MZ970096.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium leichtlinii;NA;NA;NA
Lilium leichtlinii f. pseudotigrinum	LC654140.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium leichtlinii;NA;NA;Lilium leichtlinii f. pseudotigrinum
Lilium leichtlinii var. maximowiczii	MZ970112.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Lilium;Lilium leichtlinii;NA;Lilium leichtlinii var. maximowiczii;NA
Limnocharis flava	KT461522.1	Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Alismataceae;Limnocharis;Limnocharis flava;NA;NA;NA
Limonia acidissima	AY295299.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Limonia;Limonia acidissima;NA;NA;NA
Linum usitatissimum	NC_036356.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Linaceae;Linum;Linum usitatissimum;NA;NA;NA
Litchi chinensis	NC_035238.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Litchi;Litchi chinensis;NA;NA;NA
Lobularia maritima	NC_009274.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Lobularia;Lobularia maritima;NA;NA;NA
Lodoicea maldivica	NC_029960.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Lodoicea;Lodoicea maldivica;NA;NA;NA
Lodoicea maldivica	OQ621738.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Lodoicea;Lodoicea maldivica;NA;NA;NA
Lonicera confusa	NC_045045.1	Eukaryota;Streptophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera confusa;NA;NA;NA
Lonicera japonica	KU298629.1	Eukaryota;Streptophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera japonica;NA;NA;NA
Lonicera japonica	NC_026839.1	Eukaryota;Streptophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera japonica;NA;NA;NA
Lonicera japonica var. chinensis	HM228553.1	Eukaryota;Streptophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera japonica;NA;Lonicera japonica var. chinensis;NA
Luffa acutangula	DQ536835.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Luffa;Luffa acutangula;NA;NA;NA
Luffa acutangula var. amara	KF487444.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Luffa;Luffa acutangula;NA;Luffa acutangula var. amara;NA
Luffa acutangula var. forskalii	KF487447.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Luffa;Luffa acutangula;NA;Luffa acutangula var. forskalii;NA
Luffa aegyptiaca	DQ536836.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Luffa;Luffa aegyptiaca;NA;NA;NA
Lupinus albus	NC_026681.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus albus;NA;NA;NA
Lupinus albus subsp. graecus	AY618494.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus albus;Lupinus albus subsp. graecus;NA;NA
Lupinus angustifolius	DQ417006.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus angustifolius;NA;NA;NA
Lupinus angustifolius subsp. angustifolius	AY618496.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus angustifolius;Lupinus angustifolius subsp. angustifolius;NA;NA
Lupinus angustifolius subsp. reticulatus	AY618497.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus angustifolius;Lupinus angustifolius subsp. reticulatus;NA;NA
Lupinus cosentinii	DQ417008.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus cosentinii;NA;NA;NA
Lupinus mutabilis	AY618501.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;Lupinus mutabilis;NA;NA;NA
Lycium barbarum	MN916560.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium barbarum;NA;NA;NA
Lycium barbarum	NC_041110.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium barbarum;NA;NA;NA
Lycium barbarum	OM804205.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium barbarum;NA;NA;NA
Lycium barbarum var. auranticarpum	KT906334.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium barbarum;NA;Lycium barbarum var. auranticarpum;NA
Lycium chinense	MN916563.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium chinense;NA;NA;NA
Lycium chinense	NC_042204.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium chinense;NA;NA;NA
Macadamia integrifolia	NC_025288.1	Eukaryota;Streptophyta;Magnoliopsida;Proteales;Proteaceae;Macadamia;Macadamia integrifolia;NA;NA;NA
Maclura pomifera	FJ917058.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Maclura;Maclura pomifera;NA;NA;NA
Macrotyloma uniflorum	EU717341.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Macrotyloma;Macrotyloma uniflorum;NA;NA;NA
Macrozamia riedlei	GQ273652.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Zamiaceae;Macrozamia;Macrozamia riedlei;NA;NA;NA
Macrozamia riedlei	JX215395.1	Eukaryota;Streptophyta;Cycadopsida;Cycadales;Zamiaceae;Macrozamia;Macrozamia riedlei;NA;NA;NA
Maerua angolensis	AY122433.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;NA;NA;NA
Maerua angolensis	KR737673.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;NA;NA;NA
Maerua angolensis	MK187138.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;NA;NA;NA
Maerua angolensis	MK187139.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;NA;NA;NA
Magnolia denudata	NC_056770.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;Magnolia denudata;NA;NA;NA
Magnolia grandiflora	NC_020318.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;Magnolia grandiflora;NA;NA;NA
Malpighia emarginata	AF350957.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Malpighia;Malpighia emarginata;NA;NA;NA
Malpighia glabra	AB817506.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Malpighia;Malpighia glabra;NA;NA;NA
Malus baccata	NC_045389.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus baccata;NA;NA;NA
Malus baccata var. xiaojinensis	NC_062348.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus baccata;NA;Malus baccata var. xiaojinensis;NA
Malus domestica	NC_061549.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus domestica;NA;NA;NA
Malus domestica subsp. chinensis	KF486660.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus domestica;Malus domestica subsp. chinensis;NA;NA
Malus micromalus	NC_036368.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus micromalus;NA;NA;NA
Malus prunifolia	NC_031163.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus prunifolia;NA;NA;NA
Malus sieboldii	NC_050059.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus sieboldii;NA;NA;NA
Malus spectabilis	NC_057587.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus spectabilis;NA;NA;NA
Malus sylvestris	NC_062299.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus sylvestris;NA;NA;NA
Malva sylvestris	KY697511.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Malva;Malva sylvestris;NA;NA;NA
Malva verticillata	NC_059767.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Malva;Malva verticillata;NA;NA;NA
Mangifera foetida	KP055522.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera foetida;NA;NA;NA
Mangifera foetida	KY067414.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera foetida;NA;NA;NA
Mangifera indica	MG584477.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera indica;NA;NA;NA
Mangifera indica	NC_035239.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera indica;NA;NA;NA
Mangifera laurina	KY084914.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera laurina;NA;NA;NA
Mangifera odorata	NC_066470.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera odorata;NA;NA;NA
Manihot esculenta	NC_010433.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta;NA;NA;NA
Manihot esculenta subsp. esculenta	EU518905.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta;Manihot esculenta subsp. esculenta;NA;NA
Manihot esculenta subsp. peruviana	EU518907.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta;Manihot esculenta subsp. peruviana;NA;NA
Manilkara zapota	DQ924309.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Sapotaceae;Manilkara;Manilkara zapota;NA;NA;NA
Maranta arundinacea	JN413111.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Marantaceae;Maranta;Maranta arundinacea;NA;NA;NA
Marsilea quadrifolia	DQ643379.1	Eukaryota;Streptophyta;Polypodiopsida;Salviniales;Marsileaceae;Marsilea;Marsilea quadrifolia;NA;NA;NA
Matricaria chamomilla	MN167283.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Matricaria;Matricaria chamomilla;NA;NA;NA
Matricaria chamomilla	NC_068750.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Matricaria;Matricaria chamomilla;NA;NA;NA
Matthiola incana	NC_034358.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Matthiola;Matthiola incana;NA;NA;NA
Medicago sativa	JQ041881.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;NA;NA;NA
Medicago sativa	NC_042841.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;NA;NA;NA
Medicago sativa subsp. falcata	KJ746339.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;Medicago sativa subsp. falcata;NA;NA
Medicago sativa subsp. falcata	KU600227.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;Medicago sativa subsp. falcata;NA;NA
Medicago sativa subsp. x varia	NC_068269.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;Medicago sativa subsp. x varia;NA;NA
Megaphrynium macrostachyum	EU647829.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Marantaceae;Megaphrynium;Megaphrynium macrostachyum;NA;NA;NA
Megaphrynium macrostachyum	JN413113.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Marantaceae;Megaphrynium;Megaphrynium macrostachyum;NA;NA;NA
Melicoccus bijugatus	EU721207.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Melicoccus;Melicoccus bijugatus;NA;NA;NA
Melilotus albus	AB546813.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus albus;NA;NA;NA
Melilotus albus	MN533622.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus albus;NA;NA;NA
Melilotus albus	NC_041419.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus albus;NA;NA;NA
Melilotus indicus	MN533496.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus indicus;NA;NA;NA
Melilotus officinalis	AB546812.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;NA;NA;NA
Melilotus officinalis	KF758420.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;NA;NA;NA
Melilotus officinalis subsp. suaveolens	MN533511.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;Melilotus officinalis subsp. suaveolens;NA;NA
Melilotus officinalis subsp. suaveolens	MN533514.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;Melilotus officinalis subsp. suaveolens;NA;NA
Melilotus officinalis subsp. suaveolens	MN533693.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;Melilotus officinalis subsp. suaveolens;NA;NA
Melilotus officinalis subsp. suaveolens	MN533698.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;Melilotus officinalis subsp. suaveolens;NA;NA
Melissa officinalis	NC_066033.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Melissa;Melissa officinalis;NA;NA;NA
Mentha aquatica	AY618512.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha aquatica;NA;NA;NA
Mentha aquatica var. citrata	KY024203.1	Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha aquatica;NA;Mentha aquatica var. citrata;NA
